node,carrier,2030,2035,2040,hist,units
BE,Haber-Bosch,0.6276682947500724,7.984471334083629,11.438128117148496,0.0,"GW_lhv,nh3"
BE,OCGT,5.860658244416834e-06,0.0,0.0,0.0,GW_e
BE,PHS,1.308,1.308,1.308,1.308,GW_e
BE,Sabatier,8.194919738105093e-07,4.1927849757183415e-07,5.464818322476182e-15,0.0,"GW_lhv,h2"
BE,ammonia cracker,6.734753071788798e-07,4.293877473961206e-07,5.80003610847735e-15,0.0,"GW_lhv,nh3"
BE,ammonia store,308.98266997025763,6013.842299334994,8058.716148917744,0.0,GW_e
BE,battery,0.002062246003256937,0.7625696808609252,2.7937335533266214,0.0,GWh_e
BE,battery charger,0.0006726554518935739,0.0864773782604547,0.4752237279817742,0.0,GW_e
BE,battery discharger,0.0006726554518937601,0.08647737826047865,0.4752237279819057,0.0,GW_e
BE,biomass,3924557.277793825,14014961.71151414,19451384.299830265,0.0,GW_e
BE,co2 stored,0.002448765044266274,0.0015972228352839055,2.3876517373729544e-11,0.0,GW_e
BE,electricity distribution grid,16.67809897158019,17.401362534675354,17.401362534675375,0.0,GW_e
BE,gas_extraction,39.56305094635572,39.56305094635572,39.56305094635572,39.56305094635572,GW_lhv
BE,gas_stores,4132198.2875188407,14265223.310242562,19614886.12493709,0.0,GW_e
BE,helmeth,2.2079877387679243e-07,1.3326703801729133e-07,1.5451521613388276e-15,0.0,GW_e
BE,home battery,1.177674724459825,2.952995318382355,3.584591849961692,0.0,GWh_e
BE,home battery charger,0.38462691323147075,0.9644436033712329,1.1707227958050352,0.0,GW_e
BE,home battery discharger,0.39255819948295995,0.984331130813057,1.1948639499865306,0.0,GW_e
BE,hydro,0.012782802547770691,0.012782802547770691,0.012782802547770691,0.012782802547770691,GW_e
BE,offwind,4.270001661042714,5.567126085183629,5.56712663838929,2.2618,GW_e
BE,onwind,3.459600065941682,4.320641044188063,4.198241363686459,2.9896,GW_e
BE,ror,0.07987619657813644,0.07987619657813644,0.07987619657813644,0.07987619657813644,GW_e
BE,solar,6.896508545090479,18.130050762841257,29.363630939520984,6.8964,GW_e
BG,CCGT,0.083,0.0,0.0,0.083,GW_e
BG,H2 Electrolysis,0.09509183273919912,5.849385745941756,8.443414171771156,0.0,GW_e
BG,H2 Fuel Cell,4.792868504870053e-07,7.169328943156582e-07,8.231032110596214e-15,0.0,GW_e
BG,H2 Store,1.930567084120244e-05,1.6146993408536212e-05,3.9724594080677585e-13,0.0,"GWh_lhv,h2"
BG,Haber-Bosch,0.009770368542018928,0.05457813187877675,0.123958207675174,0.0,"GW_lhv,nh3"
BG,OCGT,1.6449775863366729e-06,0.0,0.0,0.0,GW_e
BG,PHS,0.864,0.864,0.864,0.864,GW_e
BG,Sabatier,8.194983648438442e-07,4.192782488732264e-07,5.46481465887242e-15,0.0,"GW_lhv,h2"
BG,ammonia cracker,6.732464547224674e-07,4.355855572006406e-07,5.94236055721517e-15,0.0,"GW_lhv,nh3"
BG,ammonia store,4.7572338135084475,58.12899354560112,144.4424866047321,0.0,GW_e
BG,battery,0.33604874242743205,60.70329897607533,60.70329897608943,0.0,GWh_e
BG,battery charger,0.10975293166314917,7.943328270636702,8.306122368355775,0.0,GW_e
BG,battery discharger,0.10975293166317955,7.943328270638901,8.306122368358073,0.0,GW_e
BG,biomass,3924553.707957172,14014961.764362952,19451384.29873715,0.0,GW_e
BG,co2 stored,0.002448765224940746,0.0015971972962484319,2.3876335114627917e-11,0.0,GW_e
BG,electricity distribution grid,4.235864431627533,4.235865324069524,4.2358644316275536,0.0,GW_e
BG,gas_extraction,2708.7161272141534,2708.7161272141534,2708.7161272141534,2708.7161272141534,GW_lhv
BG,gas_stores,4123505.733186088,14284624.63981481,19615925.638151415,0.0,GW_e
BG,helmeth,2.208239937014472e-07,1.332702356809956e-07,1.5451166831679214e-15,0.0,GW_e
BG,home battery,3.8248726549817924,3.8248829484541353,4.6581778984185425,0.0,GWh_e
BG,home battery charger,0.7923721515444174,0.7923794684085971,0.7923721515445162,0.0,GW_e
BG,home battery discharger,0.8087114406981774,0.8087189084414096,0.8087114406982783,0.0,GW_e
BG,hydro,2.0395399999999997,2.0395399999999997,2.0395399999999997,2.0395399999999997,GW_e
BG,nuclear,2.08,2.08,0.0,2.08,GW_e
BG,offwind,1.7307256022547396e-06,5.8135484995359975e-06,5.223274057008726e-14,0.0,GW_e
BG,onwind,0.8266200143768813,2.446091003606752,7.199957973873164,0.691,GW_e
BG,ror,0.0224,0.0224,0.0224,0.0224,GW_e
BG,solar,9.312900090774944,37.66006339822691,41.58030065069049,1.9590099999999997,GW_e
CH,CCGT,0.055,0.0,0.0,0.055,GW_e
CH,H2 Electrolysis,5.698176078838739e-06,5.3534129451861e-05,2.346735925698718e-12,0.0,GW_e
CH,H2 Fuel Cell,5.393933100518527e-07,4.004852983495786e-06,2.9144943847378995e-14,0.0,GW_e
CH,H2 Store,1.8025366375442386e-05,1.1793121199667407e-05,2.105519725660992e-13,0.0,"GWh_lhv,h2"
CH,Haber-Bosch,0.060053747831590704,0.16169464045437998,0.22433890125076755,0.0,"GW_lhv,nh3"
CH,OCGT,2.1108719258221036e-06,0.0,0.0,0.0,GW_e
CH,PHS,4.98075,4.98075,4.98075,4.98075,GW_e
CH,Sabatier,8.194905982286008e-07,4.1927873555627835e-07,5.4648504656647624e-15,0.0,"GW_lhv,h2"
CH,ammonia cracker,6.723876141070229e-07,4.292859265410925e-07,5.703505725945923e-15,0.0,"GW_lhv,nh3"
CH,ammonia store,25.154020753014056,150.0232817865241,180.82014991703858,0.0,GW_e
CH,battery,0.5925594354436619,1.1378391442568736,9.076999021676539,0.0,GWh_e
CH,battery charger,0.19352906881665735,0.1935449636696328,1.5440288888090996,0.0,GW_e
CH,battery discharger,0.19352906881671092,0.19354496366968638,1.5440288888095268,0.0,GW_e
CH,biomass,4092541.638211019,14167502.053270495,19636143.999732606,0.0,GW_e
CH,co2 stored,0.0024487654749005463,0.001597196929691469,2.3876111464005097e-11,0.0,GW_e
CH,electricity distribution grid,7.18010531277768,7.180109899410079,7.180105312777692,0.0,GW_e
CH,gas_stores,4121874.742074387,14251945.829172513,19613082.992346954,0.0,GW_e
CH,helmeth,2.207978962306183e-07,1.3326913303807273e-07,1.5452143632704019e-15,0.0,GW_e
CH,home battery,2.5630889602039812,4.196119262932598,4.196119262933213,0.0,GWh_e
CH,home battery charger,0.8371013492325092,1.327502653547135,1.3275026535471897,0.0,GW_e
CH,home battery discharger,0.8543629869231493,1.3548767222425244,1.3548767222425804,0.0,GW_e
CH,hydro,9.18198,9.18198,9.18198,9.18198,GW_e
CH,nuclear,2.97,2.97,0.0,2.97,GW_e
CH,onwind,0.23800001335879029,0.23799814351011345,0.23799733495112202,0.07500000000000001,GW_e
CH,ror,4.604799999999999,4.604799999999999,4.604799999999999,4.604799999999999,GW_e
CH,solar,12.108122576477271,27.791625456747745,35.55981944104299,4.33992,GW_e
CH,urban central solid biomass CHP,0.07647520000000001,0.07647520000000001,0.0471991,0.07647520000000001,GW_e
CO,CO2 pipeline,9.130607765253437e-05,4.3770744065060036e-05,5.503162160633822e-13,0.0,GW_e
CZ,CCGT,0.6372887899580633,0.0,0.0,0.6372887899580633,GW_e
CZ,H2 Electrolysis,5.086584621059082e-06,4.804604408146671e-06,9.355920226825691e-14,0.0,GW_e
CZ,H2 Fuel Cell,6.76534200481182e-07,2.334261961738585,6.21557555378601,0.0,GW_e
CZ,H2 Store,1.7935796177304275e-05,1.1824946327244096e-05,1.9944214654454045e-13,0.0,"GWh_lhv,h2"
CZ,Haber-Bosch,0.07684691152263705,0.08366208840488847,0.09004953123560058,0.0,"GW_lhv,nh3"
CZ,OCGT,1.474294754060732,0.0,0.0,0.0,GW_e
CZ,PHS,1.155,1.155,1.155,1.155,GW_e
CZ,Sabatier,8.194914175175077e-07,4.192781622165781e-07,5.4648137088498675e-15,0.0,"GW_lhv,h2"
CZ,ammonia cracker,6.724551721702815e-07,4.336521677452095e-07,5.762985624455662e-15,0.0,"GW_lhv,nh3"
CZ,ammonia store,35.18241189707257,69.0804634171264,77.46031970784551,0.0,GW_e
CZ,battery,0.001093526016555519,4.556816919638729,13.5471539759372,0.0,GWh_e
CZ,battery charger,0.00018670675642105307,0.7441252732667827,1.848220689368156,0.0,GW_e
CZ,battery discharger,0.00018670675642110476,0.7441252732669885,1.8482206893686675,0.0,GW_e
CZ,biomass,4092541.1092607123,14167503.785195304,19451384.26655974,0.0,GW_e
CZ,co2 stored,0.0024487653934903665,0.001597196887614926,2.3876402572291783e-11,0.0,GW_e
CZ,electricity distribution grid,10.590765636938777,11.299404276786568,11.735196994462498,0.0,GW_e
CZ,gas_stores,4121574.1735794484,14258466.763716968,19614000.40769631,0.0,GW_e
CZ,helmeth,2.208100581816492e-07,1.332727652258255e-07,1.5451675670153584e-15,0.0,GW_e
CZ,home battery,0.1590587120599227,3.5203360532170755,5.644550641218396,0.0,GWh_e
CZ,home battery charger,0.05194825939558192,0.9637084824539781,1.6042550182756883,0.0,GW_e
CZ,home battery discharger,0.05301947022706375,0.9835808511686731,1.6373359216982613,0.0,GW_e
CZ,hydro,0.6849839022845103,0.6849839022845103,0.6849839022845103,0.6849839022845103,GW_e
CZ,nuclear,4.29,4.29,0.0,4.29,GW_e
CZ,onwind,0.9600111157077954,0.9600124744281151,2.304439966379077,0.33942000000000005,GW_e
CZ,ror,0.040226382271496,0.040226382271496,0.040226382271496,0.040226382271496,GW_e
CZ,solar,4.439688916072793,14.805521684699611,25.171362749799457,2.6335,GW_e
CZ,urban central solid biomass CHP,1.4815930000000002,1.4815930000000002,0.0,1.4815930000000002,GW_e
DE,CCGT,26.9387338761107,0.0,0.0,26.9387338761107,GW_e
DE,H2 Electrolysis,5.48308059112226e-06,4.1619655124038936e-05,8.343079318067469,0.0,GW_e
DE,H2 Fuel Cell,6.907662616393321e-07,34.436800183939894,34.43680018394004,0.0,GW_e
DE,H2 Store,0.0021279053425592776,12592.9668491396,13876.056666604194,0.0,"GWh_lhv,h2"
DE,Haber-Bosch,1.6859044277370896,2.8036831489848413,3.2913657943757126,0.0,"GW_lhv,nh3"
DE,OCGT,24.23433017010381,0.0,0.0,0.047150000000000004,GW_e
DE,PHS,7.659620000000001,7.659620000000001,7.659620000000001,7.659620000000001,GW_e
DE,Sabatier,8.194933948215685e-07,4.192777687255329e-07,5.464790696327573e-15,0.0,"GW_lhv,h2"
DE,ammonia cracker,6.698631728131155e-07,4.274415465299534e-07,5.781063601734614e-15,0.0,"GW_lhv,nh3"
DE,ammonia store,930.1366776715845,2315.012046896177,2859.3363293949296,0.0,GW_e
DE,battery,3.185351189022317,3.1866636509170907,13.849790210884894,0.0,GWh_e
DE,battery charger,0.5418398464284369,0.541887358890469,2.3558971570327087,0.0,GW_e
DE,battery discharger,0.5418398464285868,0.541887358890619,2.355897157033361,0.0,GW_e
DE,biomass,4092545.558829346,14167516.797291854,19636149.407393582,0.0,GW_e
DE,co2 stored,0.0024487652006628976,0.0015971962868758514,2.3876112718238148e-11,0.0,GW_e
DE,electricity distribution grid,127.69390914127895,139.3836634331309,142.30527226139716,0.0,GW_e
DE,gas_extraction,749.2341707213882,749.2341707213882,749.2341707213882,749.2341707213882,GW_lhv
DE,gas_stores,4119296.8514133585,14240797.289553273,19619076.64849152,0.0,GW_e
DE,helmeth,2.208106547193389e-07,1.3326862138309694e-07,1.5450482975445807e-15,0.0,GW_e
DE,home battery,6.136411181234493,22.320736329041704,37.858207413294195,0.0,GWh_e
DE,home battery charger,2.0041435049983445,7.289921951326323,12.364438765197738,0.0,GW_e
DE,home battery discharger,2.0454703994001378,7.440245435611959,12.619402471096228,0.0,GW_e
DE,hydro,0.1695,0.1695,0.1695,0.1695,GW_e
DE,nuclear,1.4019999999999997,0.0,0.0,1.4019999999999997,GW_e
DE,offwind,30.000000631875288,30.000000631875288,30.000000631875288,8.129,GW_e
DE,onwind,95.26500100438307,89.16994954426063,77.30247563991287,58.165000000000006,GW_e
DE,ror,2.8367033499999996,2.8367033499999996,2.8367033499999996,2.8367033499999996,GW_e
DE,solar,89.25271346707625,175.10017871441298,255.21192073197452,66.66200000000002,GW_e
DE,urban central solid biomass CHP,6.321451966000001,5.531079066000001,2.14697578,6.321451966000001,GW_e
DK,CCGT,1.6951999999999998,0.0,0.0,1.6951999999999998,GW_e
DK,H2 Electrolysis,6.531407700612335,20.627112294973173,27.660253309834726,0.0,GW_e
DK,H2 Fuel Cell,1.319181003565663e-06,4.498400415579939,4.498400415580034,0.0,GW_e
DK,H2 Store,50.201573922147055,2963.541101964846,3986.9203090450883,0.0,"GWh_lhv,h2"
DK,Haber-Bosch,3.672631551423114e-06,0.4682788916220292,0.659525207628057,0.0,"GW_lhv,nh3"
DK,OCGT,4.1111893342138735e-05,0.0,0.0,0.0,GW_e
DK,Sabatier,1.6389823005655184e-06,8.385545810955083e-07,1.0929516801482813e-14,0.0,"GW_lhv,h2"
DK,ammonia cracker,1.6184233460293734e-06,8.336481777605721e-07,1.1298207579178424e-14,0.0,"GW_lhv,nh3"
DK,ammonia store,0.005369799770031239,383.36962329952337,473.1067828095576,0.0,GW_e
DK,battery,3.009467203300873,12.059310721939363,12.059310721943126,0.0,GWh_e
DK,battery charger,0.9249525397090707,1.000643760585434,1.0256645027937066,0.0,GW_e
DK,battery discharger,0.9249525397093268,1.0006437605857108,1.0256645027939906,0.0,GW_e
DK,biomass,7849114.4320850335,28029923.34379834,38902768.719730526,0.0,GW_e
DK,co2 stored,0.004897530135909421,0.0031946242432987037,4.775314508992924e-11,0.0,GW_e
DK,electricity distribution grid,8.300044256296902,8.989559989992406,9.031144678189321,0.0,GW_e
DK,gas_extraction,538.3847340361827,538.3847340361827,538.3847340361827,538.3847340361827,GW_lhv
DK,gas_stores,8246568.130703287,28452318.86385039,39226030.93153363,0.0,GW_e
DK,helmeth,4.4158037472042433e-07,2.665324078414816e-07,3.090377313718295e-15,0.0,GW_e
DK,home battery,2.052400031823826,2.5390525435567763,2.972034886772526,0.0,GWh_e
DK,home battery charger,0.665488541561112,0.7983956347958374,0.9068215785782354,0.0,GW_e
DK,home battery discharger,0.6792113985392217,0.8148591325482539,0.9255208980260219,0.0,GW_e
DK,offwind,4.807250104218218,26.075161714597858,33.209682677519915,2.31285,GW_e
DK,onwind,18.37853108737219,16.735054613899567,16.555338768264566,4.805849999999999,GW_e
DK,solar,4.491083129928411,9.70558502826189,13.659588101586179,3.1150400000000005,GW_e
EE,H2 Electrolysis,1.4072094748508974e-05,4.609693525874243,6.634123767463954,0.0,GW_e
EE,H2 Fuel Cell,6.679131626875223e-07,4.17239249722692e-06,3.1964829408547067e-14,0.0,GW_e
EE,H2 Store,1.8200350210729006e-05,1.6429836198241514e-05,2.6449385259846477e-13,0.0,"GWh_lhv,h2"
EE,Haber-Bosch,1.820379767088315e-06,0.7263937745650578,0.7263937745651545,0.0,"GW_lhv,nh3"
EE,OCGT,0.3860053069355087,0.0,0.0,0.0,GW_e
EE,Sabatier,8.194951195752738e-07,4.1929439256891745e-07,5.464964330977577e-15,0.0,"GW_lhv,h2"
EE,ammonia cracker,7.907496375282657e-07,4.44189815791035e-07,5.867197646522665e-15,0.0,"GW_lhv,nh3"
EE,ammonia store,0.0026833936331311843,181.30342411183057,335.5207395391613,0.0,GW_e
EE,battery,0.18932771208404697,22.21026485878507,22.210264858788257,0.0,GWh_e
EE,battery charger,0.06183391214708868,1.8890207745846608,1.8890207745850816,0.0,GW_e
EE,battery discharger,0.0618339121471058,1.8890207745851835,1.8890207745856045,0.0,GW_e
EE,biomass,3924553.7388076023,14014961.723740872,19451384.31006968,0.0,GW_e
EE,co2 stored,0.0024487648719427146,0.0015973043268212952,2.3876526626579918e-11,0.0,GW_e
EE,electricity distribution grid,1.3029513743173333,1.355282009046058,1.416615177267307,0.0,GW_e
EE,gas_extraction,12.83696696818084,12.83696696818084,12.83696696818084,12.83696696818084,GW_lhv
EE,gas_stores,4108305.082660974,14358742.97253934,19610407.044059645,0.0,GW_e
EE,helmeth,2.2078789491378268e-07,1.3328329079614523e-07,1.5453352532886306e-15,0.0,GW_e
EE,home battery,0.6199409823245935,0.7206323240236127,0.8520068324838391,0.0,GWh_e
EE,home battery charger,0.15596516214413517,0.20507847371401033,0.23489608088021044,0.0,GW_e
EE,home battery discharger,0.15918127704320006,0.2093073407617654,0.2397398086400844,0.0,GW_e
EE,offwind,0.20000006553419503,0.20000212898201994,0.20000006553423186,0.0,GW_e
EE,onwind,3.4236846245621515,20.328372659296278,20.328376349850473,0.3368,GW_e
EE,solar,1.6884753578352147,2.848676747696589,4.008871904650291,0.52827,GW_e
ES,CCGT,28.216826252211867,0.0,0.0,28.216826252211867,GW_e
ES,H2 Electrolysis,1.3236333034881993,40.73563662385557,56.207484583241545,0.0,GW_e
ES,H2 Fuel Cell,7.041995759159373e-07,1.0589455999567206e-06,1.221489940588507e-14,0.0,GW_e
ES,H2 Store,2.850576809779039,2127.518941780189,2397.977742099453,0.0,"GWh_lhv,h2"
ES,Haber-Bosch,0.19715309988571053,7.40659975958155,11.060942607068027,0.0,"GW_lhv,nh3"
ES,OCGT,1.4524686555634541e-06,0.0,0.0,0.0,GW_e
ES,PHS,8.45858,8.45858,8.45858,8.45858,GW_e
ES,Sabatier,1.638987576869267e-06,8.385571968638182e-07,1.092961041401611e-14,0.0,"GW_lhv,h2"
ES,ammonia cracker,1.483213057914867e-06,9.834687016415964e-07,1.3444323518458463e-14,0.0,"GW_lhv,nh3"
ES,ammonia store,104.71700245786815,6073.803642828828,7615.489841174141,0.0,GW_e
ES,battery,7.947595861830399e-05,237.5706374594711,343.08037100416595,0.0,GWh_e
ES,battery charger,2.597422020134372e-05,39.817654721751346,58.35915623085923,0.0,GW_e
ES,battery discharger,2.597422020135091e-05,39.817654721762366,58.35915623087537,0.0,GW_e
ES,biomass,7849114.431395449,28029923.46901639,38902768.520393126,0.0,GW_e
ES,co2 stored,0.004897529885340537,0.00319450606428029,4.7752768299167806e-11,0.0,GW_e
ES,electricity distribution grid,38.6079630878383,38.60796769617523,38.607963087838336,0.0,GW_e
ES,gas_extraction,638.9153791548887,638.9153791548887,638.9153791548887,638.9153791548887,GW_lhv
ES,gas_stores,8235523.722923876,28493281.15397578,39230675.3104649,0.0,GW_e
ES,helmeth,4.4166665991656537e-07,2.6655309828316246e-07,3.090259350414408e-15,0.0,GW_e
ES,home battery,9.866686629952733,11.256362120178443,11.972460713877982,0.0,GWh_e
ES,home battery charger,3.2224460080466057,3.676312642128968,3.6736583988969707,0.0,GW_e
ES,home battery discharger,3.288895184743727,3.7521208784006355,3.749411902745789,0.0,GW_e
ES,hydro,15.221407,15.221407,15.221407,15.221407,GW_e
ES,nuclear,3.1126,2.0486999999999997,0.0,3.1126,GW_e
ES,offwind,2.7450001577813232,2.74499022412827,2.744983535914424,0.0,GW_e
ES,onwind,48.61300025384226,92.39272031983977,92.563274698252,29.335840000000005,GW_e
ES,ror,0.1470082475,0.1470082475,0.1470082475,0.1470082475,GW_e
ES,solar,122.31602891364093,187.6697884897986,229.64186589662256,18.173209178335892,GW_e
EU,coal/lignite_stores,7849107.861180977,28029923.683965046,38902768.63474606,0.0,GW_e
EU,oil_stores,3924557.2137153773,14014961.701047853,19451384.317173492,0.0,GW_e
EU,uranium_stores,4092766.711460416,14167621.898661904,19451384.401300255,0.0,GW_e
FI,CCGT,1.3763999999999998,0.0,0.0,1.3763999999999998,GW_e
FI,H2 Electrolysis,4.827504020001754e-06,20.133958727832656,20.98299266794549,0.0,GW_e
FI,H2 Fuel Cell,6.626882188815943e-07,1.9549503699563648e-06,1.1463137333542165e-14,0.0,GW_e
FI,H2 Store,1.804577340856339e-05,1.7119279644165097e-05,3.3519801281415707e-13,0.0,"GWh_lhv,h2"
FI,Haber-Bosch,1.8218573824254393e-06,0.6976807702622783,1.0431122105433135,0.0,"GW_lhv,nh3"
FI,OCGT,2.4675052124303973,0.0,0.0,0.0,GW_e
FI,Sabatier,8.194931759813707e-07,4.1926594363865085e-07,5.464710914405388e-15,0.0,"GW_lhv,h2"
