type,cost,country,carrier,units,2030,2035,2040
links,capital,BE,H2 Fuel Cell,Euro,132.5957711,706830165.0,706830165.0
links,capital,BE,Haber-Bosch,Euro,20396107.1,237689531.3,329479938.4
links,capital,BE,battery charger,Euro,15689.28512,1647832.959,7392629.435
links,capital,BE,electricity distribution grid,Euro,792285910.7,826644234.8,826644234.8
links,capital,BE,home battery charger,Euro,12787313.0,28643539.55,33050528.15
links,capital,BG,CCGT,Euro,8219301.531,0.0,0.0
links,capital,BG,H2 Electrolysis,Euro,3898480.47,198946137.2,268777622.6
links,capital,BG,Haber-Bosch,Euro,317488.5284,1612041.141,3456007.059
links,capital,BG,battery charger,Euro,2559921.327,151829289.7,157190570.3
links,capital,BG,electricity distribution grid,Euro,201222916.0,201222958.4,201222916.0
links,capital,BG,home battery charger,Euro,26343218.24,26343418.33,26343218.24
links,capital,BG,nuclear,Euro,1470087043.0,1470087043.0,0.0
links,capital,CH,CCGT,Euro,5446525.111,0.0,0.0
links,capital,CH,H2 Electrolysis,Euro,233.6081608,1814.593877,6.32e-05
links,capital,CH,Haber-Bosch,Euro,1951449.01,4953554.338,6618497.487
links,capital,CH,battery charger,Euro,4513949.497,4514252.375,24471298.58
links,capital,CH,electricity distribution grid,Euro,341087811.4,341088029.3,341087811.4
links,capital,CH,home battery charger,Euro,27830285.92,41241273.07,41241273.07
links,capital,CH,nuclear,Euro,2099114672.0,2099114672.0,0.0
links,capital,CH,urban central solid biomass CHP,Euro,29332203.09,29332203.09,18103301.29
links,capital,CO,CO2 pipeline,Euro,7260.64461,3466.518606,4.27e-05
links,capital,CZ,CCGT,Euro,63109261.77,0.0,0.0
links,capital,CZ,H2 Fuel Cell,Euro,143.164956,460285974.1,1169629519.0
links,capital,CZ,Haber-Bosch,Euro,2497143.556,2698439.298,2848039.408
links,capital,CZ,OCGT,Euro,200861392.9,0.0,0.0
links,capital,CZ,battery charger,Euro,4354.823151,14179363.16,30495409.49
links,capital,CZ,electricity distribution grid,Euro,503109761.6,536773335.1,557475480.5
links,capital,CZ,home battery charger,Euro,1727072.729,26660947.35,40345707.53
links,capital,CZ,nuclear,Euro,3032054526.0,3032054526.0,0.0
links,capital,CZ,urban central solid biomass CHP,Euro,568267709.9,568267709.9,0.0
links,capital,DE,CCGT,Euro,2667681646.0,0.0,0.0
links,capital,DE,H2 Electrolysis,Euro,224.7898898,1410.740627,224596467.8
links,capital,DE,H2 Fuel Cell,Euro,146.1766772,6790487262.0,6790487262.0
links,capital,DE,Haber-Bosch,Euro,54783533.85,87798685.2,100760189.9
links,capital,DE,OCGT,Euro,3297444698.0,0.0,0.0
links,capital,DE,battery charger,Euro,12638089.55,12638994.9,39445775.47
links,capital,DE,electricity distribution grid,Euro,6066044173.0,6621360918.0,6760150687.0
links,capital,DE,home battery charger,Euro,66629789.58,211179786.1,319592745.6
links,capital,DE,nuclear,Euro,990895208.7,0.0,0.0
links,capital,DE,urban central solid biomass CHP,Euro,2424604485.0,2121455511.0,823476494.4
links,capital,DK,CCGT,Euro,167871806.7,0.0,0.0
links,capital,DK,H2 Electrolysis,Euro,267768162.914,745556435.8199999,934889243.2
links,capital,DK,H2 Fuel Cell,Euro,279.1588218,887025814.21,887025814.21
links,capital,DK,Haber-Bosch,Euro,119.34231360000001,13831269.279,18914164.974999998
links,capital,DK,OCGT,Euro,5601.1812709999995,0.0,0.0
links,capital,DK,battery charger,Euro,21573963.418,23016265.34,23385028.490000002
links,capital,DK,electricity distribution grid,Euro,394290028.7,427045176.79999995,429020639.5
links,capital,DK,home battery charger,Euro,22124843.55,25759449.130000003,28075881.98
links,capital,EE,H2 Electrolysis,Euro,576.9137577,156250260.0,210748109.6
links,capital,EE,Haber-Bosch,Euro,59.15331554,21455051.84,21455051.84
links,capital,EE,OCGT,Euro,52590273.02,0.0,0.0
links,capital,EE,battery charger,Euro,1442238.927,36259422.28,36259422.28
links,capital,EE,electricity distribution grid,Euro,61896144.03,64382088.31,67295694.05
links,capital,EE,home battery charger,Euro,5185220.474,6528320.471,7165349.603
links,capital,ES,CCGT,Euro,2794248231.4,0.0,0.0
links,capital,ES,H2 Electrolysis,Euro,54265002.938177995,1390174566.23,1806678096.8
links,capital,ES,Haber-Bosch,Euro,6406498.10402122,219347540.98743275,316471728.0000004
links,capital,ES,battery charger,Euro,605.833113,758728411.1420001,1032730090.58
links,capital,ES,electricity distribution grid,Euro,1834054663.64,1834054882.36,1834054663.64
links,capital,ES,home battery charger,Euro,107133495.66539499,119544411.5357,119463886.57051
links,capital,ES,nuclear,Euro,2199900447.0,1447965060.0,0.0
links,capital,FI,CCGT,Euro,136301766.6,0.0,0.0
links,capital,FI,H2 Electrolysis,Euro,197.9132129,682461050.6,705317122.9
links,capital,FI,Haber-Bosch,Euro,59.20133071,20606973.27,29787761.79
links,capital,FI,OCGT,Euro,336178727.3,0.0,0.0
links,capital,FI,battery charger,Euro,1463.60168,91748931.95,102684907.4
links,capital,FI,electricity distribution grid,Euro,720699867.3,720700042.7,720699867.3
links,capital,FI,home battery charger,Euro,11278881.41,16151429.65,16151429.65
links,capital,FI,nuclear,Euro,2381823719.0,2381823719.0,0.0
links,capital,FR,CCGT,Euro,724684923.0,0.0,0.0
links,capital,FR,H2 Electrolysis,Euro,26879946.75,602492488.7,747277667.4
links,capital,FR,Haber-Bosch,Euro,20725031.37,55569622.86,68737786.2
links,capital,FR,battery charger,Euro,126728835.5,438121118.5,692139092.6
links,capital,FR,electricity distribution grid,Euro,4214152301.0,4214152406.0,4214152301.0
links,capital,FR,home battery charger,Euro,70893419.8,193979469.6,193979469.6
links,capital,FR,nuclear,Euro,10481437907.0,6749678490.0,0.0
links,capital,FR,urban central solid biomass CHP,Euro,221648639.7,221648639.7,137538215.9
links,capital,GB,CCGT,Euro,3233574471.7,0.0,0.0
links,capital,GB,H2 Electrolysis,Euro,1116075060.7,3159034071.5,3434359976.5
links,capital,GB,H2 Fuel Cell,Euro,213.36470474,2108.1817023000003,5.07e-06
links,capital,GB,Haber-Bosch,Euro,16390922.9025,34602743.297,42157912.62899999
links,capital,GB,battery charger,Euro,36297385.370000005,253270711.79000002,293530346.6
links,capital,GB,electricity distribution grid,Euro,2694754405.01,2702293200.01,2702290843.01
links,capital,GB,home battery charger,Euro,141526200.286,216243689.65899998,216243689.65899998
links,capital,GB,nuclear,Euro,1901218339.0,932939854.1,0.0
links,capital,GB,urban central solid biomass CHP,Euro,2171018437.01,2146662895.01,1990135392.01
links,capital,GR,CCGT,Euro,698753752.9,0.0,0.0
links,capital,GR,H2 Electrolysis,Euro,14723986.51,464218342.3,633517088.6
links,capital,GR,Haber-Bosch,Euro,2636110.174,64853946.4,99446542.38
links,capital,GR,battery charger,Euro,4167580.4,75048749.82,91283027.33
links,capital,GR,electricity distribution grid,Euro,377408004.7,377408062.3,377408004.7
links,capital,GR,home battery charger,Euro,66085028.1,68041467.49,68041467.49
links,capital,H2,H2 pipeline,Euro,34190075.4,368324405.1,391258294.2
links,capital,H2,H2 pipeline retrofitted,Euro,373793048.2,822877998.2,1034878260.0
links,capital,HR,CCGT,Euro,27331653.28,0.0,0.0
links,capital,HR,H2 Electrolysis,Euro,319.8549415,10415.28259,47787287.84
links,capital,HR,Haber-Bosch,Euro,5612885.583,6408953.978,7622209.936
links,capital,HR,battery charger,Euro,5127.28289,79618153.97,86086166.43
links,capital,HR,electricity distribution grid,Euro,122128937.8,122129102.6,122128937.8
links,capital,HR,home battery charger,Euro,9261747.923,17568153.08,20943774.98
links,capital,HU,CCGT,Euro,278456072.0,0.0,0.0
links,capital,HU,H2 Electrolysis,Euro,412.2938356,84043336.44,196466689.5
links,capital,HU,Haber-Bosch,Euro,9703608.632,10797924.73,11501741.79
links,capital,HU,battery charger,Euro,17348868.93,189422878.0,189422878.0
links,capital,HU,electricity distribution grid,Euro,351870234.9,400216156.2,402066876.7
links,capital,HU,home battery charger,Euro,22684371.49,32658140.61,49819286.03
links,capital,HU,nuclear,Euro,1342090522.0,1342090522.0,0.0
links,capital,IE,CCGT,Euro,417797989.9,0.0,0.0
links,capital,IE,H2 Electrolysis,Euro,45565537.45,623269209.3,678894841.7
links,capital,IE,Haber-Bosch,Euro,66.20667415,6057356.939,8182733.682
links,capital,IE,battery charger,Euro,8892036.872,8893866.196,8893443.027
links,capital,IE,electricity distribution grid,Euro,356081481.0,381151638.4,381151638.4
links,capital,IE,home battery charger,Euro,21855536.54,29320295.93,29320295.93
links,capital,IT,CCGT,Euro,4756866295.63,0.0,0.0
links,capital,IT,H2 Electrolysis,Euro,6206576.289,23984868.979999997,429488677.39
links,capital,IT,H2 Fuel Cell,Euro,182.61856606,72121134.84904851,72120924.26000172
links,capital,IT,Haber-Bosch,Euro,10281328.847700002,87831472.511,136045556.124
links,capital,IT,battery charger,Euro,11438069.311488,537942994.6,806294619.1
links,capital,IT,electricity distribution grid,Euro,2635899921.9,2644334057.6,2644333915.6
links,capital,IT,home battery charger,Euro,283863140.01,475972945.92,475972945.92
links,capital,LT,CCGT,Euro,113683833.2,0.0,0.0
links,capital,LT,H2 Electrolysis,Euro,269.133003,8154205.389,8154205.389
links,capital,LT,H2 Fuel Cell,Euro,139.4012849,5088.898028,8.1e-05
links,capital,LT,Haber-Bosch,Euro,16647903.37,22884335.98,27385512.09
links,capital,LT,OCGT,Euro,1759.284149,0.0,0.0
links,capital,LT,battery charger,Euro,1340.039755,724.3700639,5.92e-06
links,capital,LT,electricity distribution grid,Euro,80623885.91,80624404.99,84535235.29
links,capital,LT,home battery charger,Euro,5053905.932,8010221.001,8392559.865
links,capital,LU,H2 Fuel Cell,Euro,141.9349382,5037997.148,5037997.148
links,capital,LU,OCGT,Euro,3817.665715,0.0,0.0
links,capital,LU,battery charger,Euro,9612563.133,9613157.776,9866604.956
links,capital,LU,electricity distribution grid,Euro,67452110.27,71989663.17,74195169.16
links,capital,LU,home battery charger,Euro,1516720.124,1556565.024,1871491.145
links,capital,LV,CCGT,Euro,107643141.7,0.0,0.0
links,capital,LV,H2 Electrolysis,Euro,309.868334,1024.086227,6.91e-06
links,capital,LV,H2 Fuel Cell,Euro,139.0896206,1179.318869,6.87e-06
links,capital,LV,Haber-Bosch,Euro,59.12225392,5908871.813,9805149.529
links,capital,LV,OCGT,Euro,1790.403342,0.0,0.0
links,capital,LV,battery charger,Euro,1342.520965,2637382.137,2637382.137
links,capital,LV,electricity distribution grid,Euro,76345260.36,82988431.64,91216649.33
links,capital,LV,home battery charger,Euro,446081.83,4849257.216,6269294.47
links,capital,ME,H2 Electrolysis,Euro,971698.2013,19642486.82,27650348.95
links,capital,ME,Haber-Bosch,Euro,193393.939,5021289.682,7953519.993
links,capital,ME,battery charger,Euro,9655.466476,993111.6369,2047798.208
links,capital,ME,electricity distribution grid,Euro,28811087.98,28811129.66,28811087.98
links,capital,ME,home battery charger,Euro,2837994.101,2838158.734,2837994.101
links,capital,MK,H2 Electrolysis,Euro,1995363.772,2735746.301,2735746.302
links,capital,MK,Haber-Bosch,Euro,453247.0613,11095065.68,18197857.29
links,capital,MK,battery charger,Euro,13060827.02,52665286.47,59490656.94
links,capital,MK,electricity distribution grid,Euro,80355209.67,80355266.13,80355209.67
links,capital,MK,home battery charger,Euro,1433750.368,1453907.294,1433750.368
links,capital,NL,CCGT,Euro,1009498575.0,0.0,0.0
links,capital,NL,H2 Electrolysis,Euro,267.0156101,706440851.4,805773617.1
links,capital,NL,H2 Fuel Cell,Euro,143.0929282,2803757119.0,2803757119.0
links,capital,NL,Haber-Bosch,Euro,43972868.04,344077918.8,448537583.9
links,capital,NL,OCGT,Euro,4651.483077,0.0,0.0
links,capital,NL,battery charger,Euro,36234848.69,36236057.28,47714993.95
links,capital,NL,electricity distribution grid,Euro,1188056913.0,1307281912.0,1372064063.0
links,capital,NL,home battery charger,Euro,42862627.8,69851485.4,87266721.29
links,capital,NL,nuclear,Euro,342784719.1,342784719.1,0.0
links,capital,NO,CCGT,Euro,63179691.29,0.0,0.0
links,capital,NO,H2 Electrolysis,Euro,249.3343133,5796.415303,3.6e-05
links,capital,NO,Haber-Bosch,Euro,38969416.37,38969499.24,38969416.37
links,capital,NO,battery charger,Euro,275.9683387,11162457.17,11162457.17
links,capital,NO,electricity distribution grid,Euro,1119182645.0,1147752186.0,1159961205.0
links,capital,NO,home battery charger,Euro,27099267.18,44954658.5,49096758.11
links,capital,PL,CCGT,Euro,409079373.1,0.0,0.0
links,capital,PL,H2 Electrolysis,Euro,170.181019,615444329.6,921836257.6
links,capital,PL,H2 Fuel Cell,Euro,146.9000265,422059157.2,422059157.2
links,capital,PL,Haber-Bosch,Euro,47126456.07,54061534.37,54061534.37
links,capital,PL,OCGT,Euro,1505703217.0,0.0,0.0
links,capital,PL,battery charger,Euro,3121.55763,21464866.21,28343271.78
links,capital,PL,electricity distribution grid,Euro,1091055943.0,1164631508.0,1164631508.0
links,capital,PL,home battery charger,Euro,29253760.1,88982026.9,123463451.9
links,capital,PT,CCGT,Euro,412846603.4,0.0,0.0
links,capital,PT,H2 Electrolysis,Euro,6398237.384,97369555.23,205470135.9
links,capital,PT,Haber-Bosch,Euro,59.59324889,19294384.35,28672360.23
links,capital,PT,battery charger,Euro,385.0409525,122749417.9,177596906.6
links,capital,PT,electricity distribution grid,Euro,401738397.4,401738536.1,401738397.4
links,capital,PT,home battery charger,Euro,11277612.84,21165853.4,21165853.4
links,capital,RO,CCGT,Euro,99878385.94,0.0,0.0
links,capital,RO,H2 Electrolysis,Euro,270360.886,118954164.0,323481259.8
links,capital,RO,Haber-Bosch,Euro,15430318.04,18118042.68,27120622.36
links,capital,RO,battery charger,Euro,41533325.95,144058717.4,271880491.8
links,capital,RO,electricity distribution grid,Euro,357057417.5,378823770.8,399882153.7
links,capital,RO,home battery charger,Euro,45474620.52,62476717.4,68061271.05
links,capital,RO,nuclear,Euro,918804401.8,918804401.8,0.0
links,capital,RS,CCGT,Euro,19805545.86,0.0,0.0
links,capital,RS,H2 Electrolysis,Euro,1963.792885,75134439.75,118240357.7
links,capital,RS,Haber-Bosch,Euro,9780883.591,11017734.18,13206877.62
links,capital,RS,battery charger,Euro,21700844.8,102410052.2,118538979.0
links,capital,RS,electricity distribution grid,Euro,385660595.9,431394861.2,451952414.1
links,capital,RS,home battery charger,Euro,25966168.28,38237295.63,47913241.22
links,capital,SE,CCGT,Euro,135965072.3,0.0,0.0
links,capital,SE,H2 Electrolysis,Euro,231.21351,65319397.75,273972155.7
links,capital,SE,Haber-Bosch,Euro,59.361481,69203701.08,118398937.2
links,capital,SE,OCGT,Euro,3842.036175,0.0,0.0
links,capital,SE,battery charger,Euro,639.7676679,59429589.32,59429589.32
links,capital,SE,electricity distribution grid,Euro,1158620050.0,1158620093.0,1158620050.0
links,capital,SE,home battery charger,Euro,51845984.28,51846095.29,51845984.28
links,capital,SE,nuclear,Euro,3294267167.0,3294267167.0,0.0
links,capital,SI,CCGT,Euro,42978034.51,0.0,0.0
links,capital,SI,H2 Fuel Cell,Euro,117.0176107,1867.691628,8.43e-06
links,capital,SI,Haber-Bosch,Euro,59.28359267,2320143.547,3329029.222
links,capital,SI,battery charger,Euro,2719.22082,23664620.87,23664620.87
links,capital,SI,electricity distribution grid,Euro,106950319.0,106950410.7,106950319.0
links,capital,SI,home battery charger,Euro,2867767.013,4337689.157,4337689.157
links,capital,SI,nuclear,Euro,491913741.3,491913741.3,0.0
links,capital,SK,CCGT,Euro,97128984.53,0.0,0.0
links,capital,SK,H2 Electrolysis,Euro,311.2366729,2971.829603,1171154.668
links,capital,SK,H2 Fuel Cell,Euro,141.0908384,1249.017197,74670176.18
links,capital,SK,Haber-Bosch,Euro,8785934.323,8786347.791,8785934.323
links,capital,SK,OCGT,Euro,4005.537316,0.0,0.0
links,capital,SK,battery charger,Euro,21744874.04,51683579.99,67581368.28
links,capital,SK,electricity distribution grid,Euro,196422027.3,204562290.6,204848556.9
links,capital,SK,home battery charger,Euro,10535358.6,18603152.67,23882144.34
links,capital,SK,nuclear,Euro,1371138877.0,1371138877.0,0.0
links,capital,ga,gas pipeline,Euro,100359324.9,98932111.45,102522223.8
links,capital,ga,gas pipeline new,Euro,4721194.15,4721155.206,4720792.317
links,marginal,AT,CCGT,Euro,113726489.7,0.0,0.0
links,marginal,BE,CCGT,Euro,158024114.8,0.0,0.0
links,marginal,BG,CCGT,Euro,2328778.026,0.0,0.0
links,marginal,BG,nuclear,Euro,62179191.24,58540527.26,0.0
links,marginal,CH,CCGT,Euro,1589290.365,0.0,0.0
links,marginal,CH,nuclear,Euro,89910559.6,86165131.19,0.0
links,marginal,CH,urban central solid biomass CHP,Euro,1835457.226,8282603.646,2796717.105
links,marginal,CZ,CCGT,Euro,16495812.05,0.0,0.0
links,marginal,CZ,OCGT,Euro,1641286.818,0.0,0.0
links,marginal,CZ,nuclear,Euro,130476533.5,127391221.4,0.0
links,marginal,CZ,urban central solid biomass CHP,Euro,33562328.85,170680235.3,0.0
links,marginal,DE,CCGT,Euro,753152996.3,0.0,0.0
links,marginal,DE,OCGT,Euro,27673551.65,0.0,0.0
links,marginal,DE,nuclear,Euro,42431348.15,0.0,0.0
links,marginal,DE,urban central solid biomass CHP,Euro,144827070.1,640167174.9,127929319.0
links,marginal,DK,CCGT,Euro,47365455.120000005,0.0,0.0
links,marginal,EE,OCGT,Euro,1179901.903,0.0,0.0
links,marginal,ES,CCGT,Euro,683927247.6099999,0.0,0.0
links,marginal,ES,nuclear,Euro,91971771.33,59056465.67,0.0
links,marginal,FI,CCGT,Euro,49998160.68,0.0,0.0
links,marginal,FI,OCGT,Euro,6840108.48,0.0,0.0
links,marginal,FI,nuclear,Euro,103282911.8,92468136.11,0.0
links,marginal,FR,CCGT,Euro,190402157.5,0.0,0.0
links,marginal,FR,nuclear,Euro,441754312.5,275590877.7,0.0
links,marginal,FR,urban central solid biomass CHP,Euro,9910198.133,61464884.57,19991387.06
links,marginal,GB,CCGT,Euro,777360057.19,0.0,0.0
links,marginal,GB,nuclear,Euro,75616565.25,37377637.13,0.0
links,marginal,GB,urban central solid biomass CHP,Euro,89387546.58839999,603406350.07,240398584.267
links,marginal,GR,CCGT,Euro,194693174.4,0.0,0.0
links,marginal,HR,CCGT,Euro,8036891.487,0.0,0.0
links,marginal,HU,CCGT,Euro,80435427.06,0.0,0.0
links,marginal,HU,nuclear,Euro,57125163.84,54489877.6,0.0
links,marginal,IE,CCGT,Euro,98364739.31,0.0,0.0
links,marginal,IT,CCGT,Euro,1130863335.46,0.0,0.0
links,marginal,LT,CCGT,Euro,37751359.82,0.0,0.0
links,marginal,LV,CCGT,Euro,35834259.91,0.0,0.0
links,marginal,NL,CCGT,Euro,253889438.9,0.0,0.0
links,marginal,NL,nuclear,Euro,14431692.67,13860055.72,0.0
links,marginal,NO,CCGT,Euro,23443967.08,0.0,0.0
links,marginal,PL,CCGT,Euro,136270938.8,0.0,0.0
links,marginal,PL,OCGT,Euro,24953327.11,0.0,0.0
links,marginal,PT,CCGT,Euro,101813297.7,0.0,0.0
links,marginal,RO,CCGT,Euro,29332283.97,0.0,0.0
links,marginal,RO,nuclear,Euro,39063773.09,36624082.12,0.0
links,marginal,RS,CCGT,Euro,5862215.876,0.0,0.0
links,marginal,SE,CCGT,Euro,48337095.31,0.0,0.0
links,marginal,SE,nuclear,Euro,142848182.1,131462440.2,0.0
links,marginal,SI,CCGT,Euro,9584245.484,0.0,0.0
links,marginal,SI,nuclear,Euro,21036886.01,20133491.02,0.0
links,marginal,SK,CCGT,Euro,26872265.48,0.0,0.0
links,marginal,SK,nuclear,Euro,58807954.43,56555250.73,0.0
storage_units,capital,AL,hydro,Euro,264900550.1,264900550.1,264900550.1
storage_units,capital,AT,PHS,Euro,894582476.2,894582476.2,894582476.2
storage_units,capital,AT,hydro,Euro,607694666.2,607694666.2,607694666.2
storage_units,capital,BA,PHS,Euro,78031895.31,78031895.31,78031895.31
storage_units,capital,BA,hydro,Euro,300688814.8,300688814.8,300688814.8
storage_units,capital,BE,PHS,Euro,231967543.3,231967543.3,231967543.3
storage_units,capital,BE,hydro,Euro,2266968.887,2266968.887,2266968.887
storage_units,capital,BG,PHS,Euro,153226267.2,153226267.2,153226267.2
storage_units,capital,BG,hydro,Euro,361702663.1,361702663.1,361702663.1
storage_units,capital,CH,PHS,Euro,883312187.7,883312187.7,883312187.7
storage_units,capital,CH,hydro,Euro,1628380232.0,1628380232.0,1628380232.0
storage_units,capital,CZ,PHS,Euro,204833725.2,204833725.2,204833725.2
storage_units,capital,CZ,hydro,Euro,121478618.5,121478618.5,121478618.5
storage_units,capital,DE,PHS,Euro,1358396968.0,1358396968.0,1358396968.0
storage_units,capital,DE,hydro,Euro,30060014.22,30060014.22,30060014.22
storage_units,capital,ES,PHS,Euro,1500088702.0,1500088702.0,1500088702.0
storage_units,capital,ES,hydro,Euro,2699443722.0,2699443722.0,2699443722.0
storage_units,capital,FI,hydro,Euro,245942346.4,245942346.4,245942346.4
storage_units,capital,FR,PHS,Euro,882523001.5,882523001.5,882523001.5
storage_units,capital,FR,hydro,Euro,1429500042.0,1429500042.0,1429500042.0
storage_units,capital,GB,PHS,Euro,78031895.31,78031895.31,78031895.31
storage_units,capital,GB,hydro,Euro,24526843.46,24526843.46,24526843.46
storage_units,capital,GR,PHS,Euro,123964306.4,123964306.4,123964306.4
storage_units,capital,GR,hydro,Euro,455067825.8,455067825.8,455067825.8
storage_units,capital,HR,PHS,Euro,91988963.86,91988963.86,91988963.86
storage_units,capital,HR,hydro,Euro,235447847.2,235447847.2,235447847.2
storage_units,capital,HU,hydro,Euro,4965666.065,4965666.065,4965666.065
storage_units,capital,IE,PHS,Euro,69519324.91,69519324.91,69519324.91
storage_units,capital,IE,hydro,Euro,177345.2166,177345.2166,177345.2166
storage_units,capital,IT,PHS,Euro,1343726971.99,1343726971.99,1343726971.99
storage_units,capital,IT,hydro,Euro,732588577.78,732588577.78,732588577.78
storage_units,capital,LT,PHS,Euro,159610695.0,159610695.0,159610695.0
storage_units,capital,LU,PHS,Euro,457905349.3,457905349.3,457905349.3
storage_units,capital,ME,hydro,Euro,64369397.17,64369397.17,64369397.17
storage_units,capital,NO,PHS,Euro,50064554.65,50064554.65,50064554.65
storage_units,capital,NO,hydro,Euro,5092233835.0,5092233835.0,5092233835.0
storage_units,capital,PL,PHS,Euro,302550939.6,302550939.6,302550939.6
storage_units,capital,PL,hydro,Euro,41162163.65,41162163.65,41162163.65
storage_units,capital,PT,PHS,Euro,468546062.3,468546062.3,468546062.3
storage_units,capital,PT,hydro,Euro,269635667.3,269635667.3,269635667.3
storage_units,capital,RO,hydro,Euro,999673727.2,999673727.2,999673727.2
storage_units,capital,RS,PHS,Euro,108889963.0,108889963.0,108889963.0
storage_units,capital,RS,hydro,Euro,140120455.7,140120455.7,140120455.7
storage_units,capital,SE,PHS,Euro,16315759.93,16315759.93,16315759.93
storage_units,capital,SE,hydro,Euro,2107166018.0,2107166018.0,2107166018.0
storage_units,capital,SI,PHS,Euro,31922138.99,31922138.99,31922138.99
storage_units,capital,SI,hydro,Euro,20926735.56,20926735.56,20926735.56
storage_units,capital,SK,PHS,Euro,145858105.4,145858105.4,145858105.4
storage_units,capital,SK,hydro,Euro,42899807.9,42899807.9,42899807.9
stores,capital,AL,ammonia store,Euro,70303.33419,3495840.401,5851645.286
stores,capital,AL,battery,Euro,11212557.38,119984926.6,119984926.6
stores,capital,AL,biomass,Euro,54943761.15,196209462.7,272319380.4
stores,capital,AL,gas,Euro,57590780.52,200472481.1,274548327.6
stores,capital,AL,home battery,Euro,12993299.21,13567587.51,13567587.51
stores,capital,AT,ammonia store,Euro,2211503.035,4813422.674,4813422.674
stores,capital,AT,battery,Euro,2763.444851,38815875.12,108133118.9
stores,capital,AT,biomass,Euro,54943764.07,196209462.8,272319379.7
stores,capital,AT,gas,Euro,57693737.91,199706761.3,274598456.0
stores,capital,AT,home battery,Euro,66661484.95,88949922.7,98178006.82
stores,capital,BA,ammonia store,Euro,392391.3414,2143115.351,3132212.31
stores,capital,BA,battery,Euro,12657742.92,107925528.1,196784536.9
stores,capital,BA,biomass,Euro,54943764.61,196209464.3,272319382.4
stores,capital,BA,gas,Euro,57591131.03,200469177.6,274550966.2
stores,capital,BA,home battery,Euro,20164085.1,36930957.4,44872961.29
stores,capital,BE,ammonia store,Euro,5723485.743,111398288.7,149276808.9
stores,capital,BE,battery,Euro,25128.66026,7459327.245,22845641.24
stores,capital,BE,biomass,Euro,54943801.89,196209464.0,272319380.2
stores,capital,BE,gas,Euro,57850776.03,199713126.3,274608405.7
stores,capital,BE,home battery,Euro,20504440.39,45475994.14,52406787.46
stores,capital,BG,ammonia store,Euro,88121.31732,1076760.926,2675601.556
stores,capital,BG,battery,Euro,4094785.329,594596985.6,594596985.6
stores,capital,BG,biomass,Euro,54943751.91,196209464.7,272319380.2
stores,capital,BG,gas,Euro,57729080.26,199984745.0,274622958.9
stores,capital,BG,home battery,Euro,66594681.64,66594826.43,75738915.53
stores,capital,CH,ammonia store,Euro,465944.1876,2778978.233,3349448.531
stores,capital,CH,battery,Euro,7220392.093,12554225.7,72694329.79
stores,capital,CH,biomass,Euro,57295582.29,198345025.8,274906015.0
stores,capital,CH,gas,Euro,57706246.39,199527241.6,274583161.9
stores,capital,CH,home battery,Euro,44625823.84,67595930.83,67595930.83
stores,capital,CZ,ammonia store,Euro,651706.5598,1279622.082,1434847.577
stores,capital,CZ,battery,Euro,13324.7167,44574010.03,112676909.4
stores,capital,CZ,biomass,Euro,57295563.57,198344988.5,272319379.7
stores,capital,CZ,gas,Euro,57702038.43,199618534.7,274596005.7
stores,capital,CZ,home battery,Euro,2769363.91,50048890.83,73358854.6
stores,capital,DE,H2 Store,Euro,298.2504668,1544418304.0,1679298178.0
stores,capital,DE,ammonia store,Euro,17229522.98,42882464.72,52965335.29
stores,capital,DE,battery,Euro,38813801.89,38826640.17,119598227.8
stores,capital,DE,biomass,Euro,57295585.09,198344916.6,274906025.4
stores,capital,DE,gas,Euro,57670155.92,199371162.1,274667073.1
stores,capital,DE,home battery,Euro,106840772.5,334488526.2,504988197.1
stores,capital,DK,H2 Store,Euro,7036329.369,364332187.28000003,471910983.3
stores,capital,DK,ammonia store,Euro,99.46827253000001,7101403.367,8763662.785
stores,capital,DK,battery,Euro,36670639.09,125194673.05000001,125194673.05000001
stores,capital,DK,biomass,Euro,109887602.05000001,392418926.79999995,544638762.1
stores,capital,DK,gas,Euro,115451953.83,398332464.1,549164433.1
stores,capital,DK,home battery,Euro,35734242.43,42579467.68,47330778.019999996
stores,capital,EE,ammonia store,Euro,49.70623499,3358400.531,6215067.561
stores,capital,EE,battery,Euro,2306975.864,217712047.1,217712047.1
stores,capital,EE,biomass,Euro,54943752.34,196209464.1,272319380.3
stores,capital,EE,gas,Euro,57516271.16,201022401.6,274545698.6
stores,capital,EE,home battery,Euro,10793763.89,12210082.31,13651713.98
stores,capital,ES,H2 Store,Euro,399627.08416181,260971758.4825735,289402651.1000008
stores,capital,ES,ammonia store,Euro,1939740.73229992,112508991.36959617,141066641.50000048
stores,capital,ES,battery,Euro,968.4219824,2323875670.57,3123124766.85
stores,capital,ES,biomass,Euro,109887602.03999999,392418928.5,544638759.3
stores,capital,ES,gas,Euro,115297332.12,398905936.20000005,549229454.4000001
stores,capital,ES,home battery,Euro,171788426.474713,191333850.66320002,199191923.16320002
stores,capital,EU,coal,Euro,54943748.95,196209465.9,272319380.5
stores,capital,EU,lignite,Euro,54943761.1,196209465.7,272319380.4
stores,capital,EU,oil,Euro,54943800.99,196209463.8,272319380.4
stores,capital,EU,uranium,Euro,57298733.96,198346706.6,272319381.6
stores,capital,FI,ammonia store,Euro,49.74802445,2145478.423,4955287.22
